id,type,name,weight,volume
ar_glasses_basic,ITEM,ar_glasses_basic,65 g,720 ml
ar_glasses_advanced,ITEM,ar_glasses_advanced,170 g,750 ml
ar_glasses_advanced_pat,ITEM,ar_glasses_advanced_pat,400 g,750 ml
ar_glasses_advanced_pat_on,ITEM,modified advanced AR glasses (on),,
helmet_eod,ITEM,EOD helmet,3600 g,4 L
helmet_eod_on,ITEM,EOD helmet (on),,
rm13_armor,ITEM,RM13 combat armor,9540 g,9 L
rm13_armor_on,ITEM,RM13 combat armor (on),,
dimensional_anchor,ITEM,5-point anchor,1250 g,4500 ml
dimensional_anchor_on,ITEM,5-point anchor (on),,
broken_dimensional_anchor,ITEM,malfunctioning 5-point anchor,,
phase_immersion_suit,ITEM,phase immersion suit,9500 g,4500 ml
phase_immersion_suit_on,ITEM,phase immersion suit (on),,
string_dimension_phase_immersion_suit,ITEM,KÁ expedition harness,8400 g,4100 ml
rebreather,ITEM,rebreather mask,720 g,500 ml
rebreather_on,ITEM,rebreather mask (on),,
rebreather_xl,ITEM,rebreather mask,960 g,1250 ml
rebreather_xl_on,ITEM,rebreather mask (on),,
rebreather_xs,ITEM,rebreather mask,360 g,250 ml
rebreather_xs_on,ITEM,rebreather mask (on),,
mask_filter,ITEM,filter mask,260 g,500 ml
mask_gas,ITEM,gas mask,490 g,1536 ml
mask_gas_xl,ITEM,gas mask,,
mask_gas_xs,ITEM,gas mask,,
mask_gas_half,ITEM,half-face gas mask,400 g,500 ml
mask_fsurvivor,ITEM,handmade firemask,686 g,1250 ml
mask_fsurvivorxl,ITEM,handmade firemask,,
mask_fsurvivorxs,ITEM,handmade firemask,,
mask_bunker,ITEM,firefighter PBA mask,1260 g,1500 ml
mask_hsurvivor,ITEM,handmade plated gas mask,686 g,1350 ml
mask_hsurvivorxl,ITEM,handmade plated gas mask,,
mask_hsurvivorxs,ITEM,handmade plated gas mask,,
mask_lsurvivor,ITEM,handmade half gas mask,341 g,625 ml
mask_lsurvivorxl,ITEM,handmade half gas mask,,
mask_lsurvivorxs,ITEM,handmade half gas mask,,
mask_survivor,ITEM,handmade gas mask,682 g,1250 ml
mask_survivorxl,ITEM,handmade gas mask,,
mask_survivorxs,ITEM,handmade gas mask,,
goggles_nv,ITEM,goggles_nv,600 g,1 L
basic_papr_helmet,ITEM,PAPR helmet,857 g,2250 ml
military_papr_mask,ITEM,military PAPR mask,490 g,1536 ml
basic_papr_helmet_xedra_mark,ITEM,shielded PAPR-EEG helmet,950 g,2250 ml
papr_half_mask,ITEM,half-face PAPR mask,400 g,500 ml
welding_papr_helmet,ITEM,PAPR welding helmet,857 g,2250 ml
welding_papr_helmet_raised,ITEM,PAPR welding helmet (raised),,
basic_papr_belt_off,ITEM,PAPR blower (off),918 g,1000 ml
basic_papr_belt_on,ITEM,PAPR blower (on),918 g,1000 ml
military_papr_blower_off,ITEM,military PAPR blower (off),653 g,3589 ml
military_papr_blower_on,ITEM,military PAPR blower (on),653 g,3589 ml
molle_papr_blower_off,ITEM,modular PAPR blower (off),920 g,3000 ml
molle_papr_blower_on,ITEM,modular PAPR blower (on),920 g,3000 ml
goggles_nv_on,ITEM,goggles_nv_on,,
goggles_ir,ITEM,goggles_ir,1240 g,1 L
goggles_ir_on,ITEM,goggles_ir_on,,
wearable_rx12,ITEM,wearable RX12 jet injector,364 g,750 ml
rx11_stimpack,ITEM,rx11_stimpack,212 g,750 ml
mask_h20survivor,ITEM,handmade divemask,982 g,1500 ml
mask_h20survivor_on,ITEM,handmade divemask (on),,
mask_h20survivorxl,ITEM,handmade divemask,,
mask_h20survivorxs,ITEM,handmade divemask,,
mask_h20survivorxl_on,ITEM,handmade divemask (on),,
mask_h20survivorxs_on,ITEM,handmade divemask (on),,
rad_monitor,ITEM,radiation biomonitor,150 g,150 ml
hairpin,ITEM,hairpin,200 mg,1 ml
fc_hairpin,ITEM,fancy hairpin,100 mg,
towel,ITEM,towel,250 g,500 ml
towel_wet,ITEM,towel,375 g,500 ml
straw_fedora,ITEM,straw fedora,300 g,1250 ml
thermal_outfit,ITEM,thermal electric outfit,2250 g,4500 ml
thermal_outfit_on,ITEM,thermal electric outfit (on),,
turtleneck,ITEM,turtleneck,478 g,2500 ml
turtleneck_rolled,ITEM,turtleneck (rolled),478 g,2500 ml
turtleneck_shirt,ITEM,turtleneck shirt,300 g,2000 ml
turtleneck_shirt_rolled,ITEM,turtleneck shirt (rolled),300 g,2000 ml
mask_ski,ITEM,ski mask,86 g,250 ml
mask_ski_loose,ITEM,ski mask (collar),86 g,250 ml
whistle,ITEM,whistle,25 g,10 ml
powered_earmuffs,ITEM,powered_earmuffs,179 g,1 L
powered_earmuffs_on,ITEM,powered_earmuffs_on,179 g,1 L
powered_earplugs,ITEM,powered_earplugs,20 g,200 ml
powered_earplugs_on,ITEM,powered_earplugs_on,,
stethoscope,ITEM,stethoscope,150 g,250 ml
makeshift_stethoscope,ITEM,makeshift stethoscope,400 g,500 ml
helmet_riot,ITEM,riot helmet,1450 g,2250 ml
helmet_riot_raised,ITEM,riot helmet (raised visor),1450 g,2250 ml
scuba_tank,ITEM,diving cylinder,16000 g,12 L
scuba_tank_on,ITEM,diving cylinder (on),16 kg,12 L
small_scuba_tank,ITEM,small diving cylinder,7 kg,4 L
small_scuba_tank_on,ITEM,small diving cylinder (on),7 kg,4 L
electric_blanket,ITEM,electric blanket,1123 g,2500 ml
electric_blanket_on,ITEM,electric blanket (on),,
foodperson_mask,ITEM,Foodperson mask,1500 g,16 L
foodperson_mask_on,ITEM,Foodperson mask (on),,
attached_ear_plugs_on,ITEM,attached_ear_plugs_on,,
attached_ear_plugs_off,ITEM,attached_ear_plugs_off,,
makeshift_ear_plugs_on,ITEM,makeshift_ear_plugs_on,,
makeshift_ear_plugs_off,ITEM,makeshift_ear_plugs_off,,
flight_helmet,ITEM,military flight helmet,1324 g,2 L
flight_helmet_on,ITEM,military flight helmet (on),,
combo_cover,ITEM,combo cover,500 g,1750 ml
utility_exoskeleton_off,ITEM,battery powered utility exoskeleton,90 kg,130 L
utility_exoskeleton_on,ITEM,battery powered utility exoskeleton (on),,
ice_utility_exoskeleton_off,ITEM,ICE utility exoskeleton,110 kg,130 L
ice_utility_exoskeleton_on,ITEM,ICE utility exoskeleton (on),,
military_vis_aug_system,ITEM,military_vis_aug_system,1500 g,1400 ml
military_vis_aug_system_on,ITEM,military_vis_aug_system_on,,
teddy_bear,ITEM,plush toy,900 g,3 L
shark_plushie,ITEM,shark plushie,625 g,30 L
toy_figurine_large,ITEM,large figurine,500 g,1 L
toy_figurine,ITEM,figurine,125 g,200 ml
yoyo,ITEM,yoyo,50 g,70 ml
fidget_spinner,ITEM,fidget spinner,75 g,185 ml
imperfect_doll_complete,ITEM,imperfect doll,,
imperfect_doll_legs,ITEM,imperfect_doll_legs,,
imperfect_doll_arms,ITEM,imperfect_doll_arms,,
imperfect_doll_features,ITEM,imperfect_doll_features,,
mws_weather_data_incomplete,ITEM,mws_weather_data_incomplete,1 g,4 ml
mws_weather_data,ITEM,mws_weather_data,1 g,4 ml
mws_portal_storm_weather_data,ITEM,mws_portal_storm_weather_data,1 g,4 ml
mws_monster_corpse_weather_data,ITEM,"alien ""atmospheric"" datasheet",1 g,4 ml
HEW_weather_data,ITEM,HEW datasheet,1 g,4 ml
HEW_printout_data,ITEM,HEW printout,1 g,4 ml
HEW_printout_data_portal,ITEM,HEW stable portal report,1 g,4 ml
HEW_printout_data_portal_storm,ITEM,HEW unstable portal report,1 g,4 ml
HEW_printout_data_vitrified,ITEM,HEW printout CC1044,1 g,4 ml
HEW_printout_data_exodii,ITEM,HEW printout IAE20,1 g,4 ml
HEW_printout_data_strange_temple,ITEM,HEW printout WKG1,1 g,1 ml
HEW_printout_data_lixa,ITEM,HEW printout DP72063,1 g,4 ml
HEW_printout_data_highlands,ITEM,HEW printout TCOB1,1 g,4 ml
HEW_printout_data_labyrinth,ITEM,HEW printout DB86,1 g,4 ml
HEW_printout_data_physics_lab,ITEM,HEW printout 22BMBS,1 g,4 ml
HEW_printout_data_amigara,ITEM,HEW printout 01ITO,1 g,4 ml
HEW_printout_data_radiosphere,ITEM,HEW printout VKTRS,1 g,4 ml
HEW_printout_data_cabin_reverb,ITEM,HEW printout CITW01,1 g,4 ml
HEW_printout_data_cabin_reverb_dimension,ITEM,HEW printout CITW02,1 g,4 ml
HEW_printout_data_barricaded_church,ITEM,HEW printout ESFX,1 g,4 ml
HEW_printout_data_morgantown,ITEM,HEW printout 01Z90,1 g,4 ml
HEW_printout_data_monster_corpse,ITEM,HEW printout LKG1,1 g,4 ml
HEW_printout_data_string_dimension,ITEM,HEW printout IHS,1 g,4 ml
HEW_printout_data_spiral_mine,ITEM,HEW printout UJI98,1 g,4 ml
HEW_printout_data_void_spider_lair,ITEM,HEW printout NLL8,1 g,4 ml
HEW_printout_data_inner_cabins_open_field,ITEM,HEW printout CITW-BFα,1 g,4 ml
HEW_printout_data_inner_cabins_warped_cabin,ITEM,HEW printout CITW-BFβ,1 g,4 ml
HEW_printout_data_inner_cabins_home_cabin,ITEM,HEW printout CITW-BFγ,1 g,4 ml
10mm_fmj,ITEM,10mm_fmj,17 g,117 ml
10mm_jhp,ITEM,10mm_jhp,,
10mmP,ITEM,10mmP,,
bp_10mm_fmj,ITEM,bp_10mm_fmj,,
reloaded_10mm_fmj,ITEM,reloaded_10mm_fmj,,
matchhead_10mm_fmj,ITEM,matchhead_10mm_fmj,,
bp_10mm_jhp,ITEM,bp_10mm_jhp,,
reloaded_10mm_jhp,ITEM,reloaded_10mm_jhp,,
matchhead_10mm_jhp,ITEM,matchhead_10mm_jhp,,
reloaded_10mmP,ITEM,reloaded_10mmP,,
12mm,ITEM,H&K 12mm slug,11 g,250 ml
22_cb,ITEM,22_cb,,
22_fmj,ITEM,22_fmj,,
22_lr,ITEM,22_lr,3 g,65 ml
22_ratshot,ITEM,22_ratshot,,
bp_22_fmj,ITEM,bp_22_fmj,,
bp_22_lr,ITEM,bp_22_lr,,
reloaded_22_lr,ITEM,reloaded_22_lr,,
reloaded_22_fmj,ITEM,reloaded_22_fmj,,
matchhead_22_fmj,ITEM,matchhead_22_fmj,,
matchhead_22_lr,ITEM,matchhead_22_lr,,
223,ITEM,223,12 g,194 ml
556_mk262,ITEM,556_mk262,,
556_mk318,ITEM,556_mk318,,
556,ITEM,556,,
556_m855a1,ITEM,556_m855a1,,
556_incendiary,ITEM,556_incendiary,,
556_m995,ITEM,556_m995,,
bp_223,ITEM,bp_223,,
bp_556,ITEM,bp_556,,
bp_556_incendiary,ITEM,bp_556_incendiary,,
reloaded_223,ITEM,reloaded_223,,
reloaded_556,ITEM,reloaded_556,,
reloaded_556_incendiary,ITEM,reloaded_556_incendiary,,
270win_jsp,ITEM,270win_jsp,,
bp_270win_jsp,ITEM,bp_270win_jsp,,
reloaded_270win_jsp,ITEM,reloaded_270win_jsp,,
reloaded_270win_fmj,ITEM,reloaded_270win_fmj,,
bp_270win_fmj,ITEM,bp_270win_fmj,,
300_winmag,ITEM,300_winmag,28 g,169 ml
bp_300_winmag,ITEM,bp_300_winmag,,
reloaded_300_winmag,ITEM,reloaded_300_winmag,,
3006,ITEM,3006,25 g,192 ml
3006_jsp,ITEM,3006_jsp,,
bp_3006_jsp,ITEM,bp_3006_jsp,,
reloaded_3006_jsp,ITEM,reloaded_3006_jsp,,
3006_incendiary,ITEM,3006_incendiary,,
3006fmj,ITEM,3006fmj,,
bp_3006,ITEM,bp_3006,,
bp_3006_incendiary,ITEM,bp_3006_incendiary,,
bp_3006fmj,ITEM,bp_3006fmj,,
reloaded_3006,ITEM,reloaded_3006,,
reloaded_3006_incendiary,ITEM,reloaded_3006_incendiary,,
reloaded_3006fmj,ITEM,reloaded_3006fmj,,
300blk,ITEM,300blk,18 g,194 ml
300blk_ss,ITEM,300blk_ss,21 g,
bp_300blk,ITEM,bp_300blk,,
reloaded_300blk,ITEM,reloaded_300blk,,
bp_300blk_ss,ITEM,bp_300blk_ss,,
reloaded_300blk_ss,ITEM,reloaded_300blk_ss,,
303_fmjbt,ITEM,303_fmjbt,25 g,287 ml
303_sp,ITEM,303_sp,,
303_bthp,ITEM,303_bthp,,
bp_303,ITEM,bp_303,,
bp_303sp,ITEM,bp_303sp,,
bp_303fmj,ITEM,bp_303fmj,,
reloaded_303,ITEM,reloaded_303,,
reloaded_303sp,ITEM,reloaded_303sp,,
reloaded_303fmj,ITEM,reloaded_303fmj,,
3030,ITEM,3030,35 g,117 ml
reloaded_3030_fmj,ITEM,reloaded_3030_fmj,35 g,167 ml
reloaded_3030,ITEM,reloaded_3030,,
reloaded_3030_bp,ITEM,reloaded_3030_bp,,
reloaded_3030_fmj_bp,ITEM,reloaded_3030_fmj_bp,,
762_51,ITEM,762_51,18 g,158 ml
308,ITEM,308,,
762_51_incendiary,ITEM,762_51_incendiary,,
762_51_m993,ITEM,762_51_m993,,
bp_308,ITEM,bp_308,,
bp_762_51,ITEM,bp_762_51,,
bp_762_51_incendiary,ITEM,bp_762_51_incendiary,,
reloaded_308,ITEM,reloaded_308,,
reloaded_762_51,ITEM,reloaded_762_51,,
reloaded_762_51_incendiary,ITEM,reloaded_762_51_incendiary,,
30carbine,ITEM,30carbine,12 g,160 ml
30carbine_jsp,ITEM,30carbine_jsp,,
bp_30carbine_jsp,ITEM,bp_30carbine_jsp,,
reloaded_30carbine_jsp,ITEM,reloaded_30carbine_jsp,,
matchhead_30carbine_jsp,ITEM,matchhead_30carbine_jsp,,
bp_30carbine,ITEM,bp_30carbine,,
reloaded_30carbine,ITEM,reloaded_30carbine,,
matchhead_30carbine,ITEM,matchhead_30carbine,,
32_acp,ITEM,32_acp,8 g,116 ml
bp_32_acp,ITEM,bp_32_acp,,
reloaded_32_acp,ITEM,reloaded_32_acp,,
matchhead_32_acp,ITEM,matchhead_32_acp,,
32_acp_jhp,ITEM,32_acp_jhp,,
bp_32_acp_jhp,ITEM,bp_32_acp_jhp,,
reloaded_32_acp_jhp,ITEM,reloaded_32_acp_jhp,,
matchhead_32_acp_jhp,ITEM,matchhead_32_acp_jhp,,
338lapua_hpbt,ITEM,338lapua_hpbt,16200 mg,327 ml
338lapua_fmjbt,ITEM,338lapua_fmjbt,,
338lapua_api,ITEM,338lapua_api,,
bp_338lapua_hpbt,ITEM,bp_338lapua_hpbt,,
bp_338lapua_fmjbt,ITEM,bp_338lapua_fmjbt,,
bp_338lapua_api,ITEM,bp_338lapua_api,,
reloaded_338lapua_hpbt,ITEM,reloaded_338lapua_hpbt,,
reloaded_338lapua_fmjbt,ITEM,reloaded_338lapua_fmjbt,,
reloaded_338lapua_api,ITEM,reloaded_338lapua_api,,
357mag_fmj,ITEM,357mag_fmj,13 g,145 ml
357mag_jhp,ITEM,357mag_jhp,,
bp_357mag_fmj,ITEM,bp_357mag_fmj,,
bp_357mag_jhp,ITEM,bp_357mag_jhp,,
reloaded_357mag_fmj,ITEM,reloaded_357mag_fmj,,
reloaded_357mag_jhp,ITEM,reloaded_357mag_jhp,,
matchhead_357mag_fmj,ITEM,matchhead_357mag_fmj,,
matchhead_357mag_jhp,ITEM,matchhead_357mag_jhp,,
357sig_fmj,ITEM,357sig_fmj,15 g,132 ml
357sig_jhp,ITEM,357sig_jhp,,
reloaded_357sig_fmj,ITEM,reloaded_357sig_fmj,,
reloaded_357sig_jhp,ITEM,reloaded_357sig_jhp,,
bp_357sig_fmj,ITEM,bp_357sig_fmj,,
bp_357sig_jhp,ITEM,bp_357sig_jhp,,
matchhead_357sig_fmj,ITEM,matchhead_357sig_fmj,,
matchhead_357sig_jhp,ITEM,matchhead_357sig_jhp,,
36navy,ITEM,.36 paper cartridge,6 g,11 ml
38_fmj,ITEM,38_fmj,13 g,113 ml
38_special,ITEM,38_special,,
38_special_p,ITEM,38_special_p,,
reloaded_38_fmj,ITEM,reloaded_38_fmj,,
reloaded_38_special,ITEM,reloaded_38_special,,
reloaded_38_special_p,ITEM,reloaded_38_special_p,,
bp_38_fmj,ITEM,bp_38_fmj,,
bp_38_special,ITEM,bp_38_special,,
matchhead_38_fmj,ITEM,matchhead_38_fmj,,
matchhead_38_special,ITEM,matchhead_38_special,,
380_FMJ,ITEM,380_FMJ,10 g,89 ml
380_JHP,ITEM,380_JHP,,
380_p,ITEM,380_p,,
bp_380_FMJ,ITEM,bp_380_FMJ,,
bp_380_JHP,ITEM,bp_380_JHP,,
reloaded_380_FMJ,ITEM,reloaded_380_FMJ,,
reloaded_380_JHP,ITEM,reloaded_380_JHP,,
reloaded_380_p,ITEM,reloaded_380_p,,
matchhead_380_FMJ,ITEM,matchhead_380_FMJ,,
matchhead_380_JHP,ITEM,matchhead_380_JHP,,
38super_fmj,ITEM,38super_fmj,13 g,97 ml
38_super,ITEM,38_super,,
reloaded_38_super,ITEM,reloaded_38_super,,
reloaded_38super_fmj,ITEM,reloaded_38super_fmj,,
bp_38super_fmj,ITEM,bp_38super_fmj,,
bp_38super,ITEM,bp_38super,,
matchhead_38_super,ITEM,matchhead_38_super,,
matchhead_38_super_fmj,ITEM,matchhead_38_super_fmj,,
40fmj,ITEM,40fmj,15 g,106 ml
40sw,ITEM,40sw,,
bp_40fmj,ITEM,bp_40fmj,,
bp_40sw,ITEM,bp_40sw,,
reloaded_40fmj,ITEM,reloaded_40fmj,,
reloaded_40sw,ITEM,reloaded_40sw,,
matchhead_40fmj,ITEM,matchhead_40fmj,,
matchhead_40sw,ITEM,matchhead_40sw,,
40x46mm_m1006,ITEM,40x46mm_m1006,68 g,
40x46mm_m433,ITEM,40x46mm_m433,,
40x46mm_m576,ITEM,40x46mm_m576,120 g,
40x46mm_m651,ITEM,40x46mm_m651,290 g,
40x46mm_hornets_nest_22lr,ITEM,40x46mm_hornets_nest_22lr,114 g,
40x46mm_hornets_nest_410,ITEM,40x46mm_hornets_nest_410,245 g,
40x46mm_hornets_nest_410_slug,ITEM,40x46mm_hornets_nest_410_slug,245 g,
40x46mm_hornets_nest_410_bird,ITEM,40x46mm_hornets_nest_410_bird,245 g,
40x46mm_hornets_nest_410_scrap,ITEM,40x46mm_hornets_nest_410_scrap,,
40x53mm_m1001,ITEM,40x53mm_m1001,340 g,137 ml
40x53mm_m430a1,ITEM,40x53mm_m430a1,,132 ml
40x53mm_buckshot_m169,ITEM,40x53mm_buckshot_m169,,
40x53mm_slug_m169,ITEM,"40x53mm slug, reloaded",,
40x53mm_flechette_m169,ITEM,40x53mm_flechette_m169,,
bp_40x53mm_buckshot_m169,ITEM,bp_40x53mm_buckshot_m169,,
bp_40x53mm_slug_m169,ITEM,"40x53mm slug, black powder",,
bp_40x53mm_flechette_m169,ITEM,bp_40x53mm_flechette_m169,,
410shot_slug,ITEM,410shot_slug,27 g,170 ml
reloaded_410shot_slug,ITEM,reloaded_410shot_slug,,
bp_410shot_slug,ITEM,bp_410shot_slug,,
410shot_000,ITEM,410shot_000,,
reloaded_410shot_000,ITEM,reloaded_410shot_000,,
bp_410shot_000,ITEM,bp_410shot_000,,
410shot_bird,ITEM,410shot_bird,,
reloaded_410shot_bird,ITEM,reloaded_410shot_bird,,
bp_410shot_bird,ITEM,bp_410shot_bird,,
410shot_scrap,ITEM,410shot_scrap,,
bp_410shot_scrap,ITEM,bp_410shot_scrap,,
44fmj,ITEM,44fmj,25 g,87 ml
44magnum,ITEM,44magnum,,
reloaded_44fmj,ITEM,reloaded_44fmj,,
reloaded_44magnum,ITEM,reloaded_44magnum,,
bp_44magnum,ITEM,bp_44magnum,,
bp_44fmj,ITEM,bp_44fmj,,
44army,ITEM,.44 paper cartridge,7 g,20 ml
45_acp,ITEM,45_acp,21 g,112 ml
45_jhp,ITEM,45_jhp,,
45_super,ITEM,45_super,,
bp_45_acp,ITEM,bp_45_acp,,
bp_45_jhp,ITEM,bp_45_jhp,,
reloaded_45_acp,ITEM,reloaded_45_acp,,
reloaded_45_jhp,ITEM,reloaded_45_jhp,,
reloaded_45_super,ITEM,reloaded_45_super,,
matchhead_45_acp,ITEM,matchhead_45_acp,,
matchhead_45_jhp,ITEM,matchhead_45_jhp,,
450_ftx,ITEM,450_ftx,31 g,145 ml
450_penetrator,ITEM,450_penetrator,29 g,
bp_450_ftx,ITEM,bp_450_ftx,,
bp_450_penetrator,ITEM,bp_450_penetrator,,
reloaded_450_ftx,ITEM,reloaded_450_ftx,,
reloaded_450_penetrator,ITEM,reloaded_450_penetrator,,
454_Casull,ITEM,454_Casull,30 g,79 ml
reloaded_454_Casull,ITEM,reloaded_454_Casull,,
bp_454_Casull,ITEM,bp_454_Casull,,
4570_sp,ITEM,4570_sp,35 g,167 ml
4570_pen,ITEM,4570_pen,,
4570_low,ITEM,4570_low,41 g,
reloaded_4570_sp,ITEM,reloaded_4570_sp,,
reloaded_4570_pen,ITEM,reloaded_4570_pen,,
reloaded_4570_low,ITEM,reloaded_4570_low,,
reloaded_4570_bp,ITEM,reloaded_4570_bp,,
458wm,ITEM,458wm,,
reloaded_458wm,ITEM,reloaded_458wm,,
bp_458wm,ITEM,bp_458wm,,
45colt_cowboy,ITEM,45colt_cowboy,,
reloaded_45colt_cowboy,ITEM,reloaded_45colt_cowboy,,
bp_45colt_cowboy,ITEM,bp_45colt_cowboy,,
matchhead_45colt_cowboy,ITEM,matchhead_45colt_cowboy,,
45colt_jhp,ITEM,45colt_jhp,,
reloaded_45colt_jhp,ITEM,reloaded_45colt_jhp,,
bp_45colt_jhp,ITEM,bp_45colt_jhp,,
matchhead_45colt_jhp,ITEM,matchhead_45colt_jhp,,
reloaded_45colt_fmj,ITEM,reloaded_45colt_fmj,,
bp_45colt_fmj,ITEM,bp_45colt_fmj,,
matchhead_45colt_fmj,ITEM,matchhead_45colt_fmj,,
460sw,ITEM,460sw,37 g,47 ml
reloaded_460sw,ITEM,reloaded_460sw,,
460sw_jhp,ITEM,460sw_jhp,37 g,47 ml
reloaded_460sw_jhp,ITEM,reloaded_460sw_jhp,,
50_incendiary,ITEM,50_incendiary,,
50bmg,ITEM,50bmg,114 g,451 ml
50match,ITEM,50match,,
50ss,ITEM,50ss,,
50_mk211,ITEM,50_mk211,,
reloaded_50_incendiary,ITEM,reloaded_50_incendiary,,
reloaded_50bmg,ITEM,reloaded_50bmg,,
reloaded_50ss,ITEM,reloaded_50ss,,
bp_50_incendiary,ITEM,bp_50_incendiary,,
bp_50match,ITEM,bp_50match,,
bp_50ss,ITEM,bp_50ss,,
500_Magnum,ITEM,500_Magnum,45 g,82 ml
bp_500_Magnum,ITEM,bp_500_Magnum,,
reloaded_500_Magnum,ITEM,reloaded_500_Magnum,,
50ae_fmj,ITEM,50ae_fmj,35 g,102 ml
50ae_jhp,ITEM,50ae_jhp,,
reloaded_50ae_jhp,ITEM,reloaded_50ae_jhp,,
reloaded_50ae_fmj,ITEM,reloaded_50ae_fmj,,
bp_50ae_jhp,ITEM,bp_50ae_jhp,,
bp_50ae_fmj,ITEM,bp_50ae_fmj,,
matchhead_50ae_jhp,ITEM,matchhead_50ae_jhp,,
matchhead_50ae_fmj,ITEM,matchhead_50ae_fmj,,
50beowulf_xtp,ITEM,50beowulf_xtp,36 g,231 ml
50beowulf_penetrator,ITEM,50beowulf_penetrator,40 g,
bp_50beowulf_xtp,ITEM,bp_50beowulf_xtp,,
bp_50beowulf_penetrator,ITEM,bp_50beowulf_penetrator,,
reloaded_50beowulf_xtp,ITEM,reloaded_50beowulf_xtp,,
reloaded_50beowulf_penetrator,ITEM,reloaded_50beowulf_penetrator,,
545,ITEM,545,10 g,134 ml
545_ap,ITEM,545_ap,,
reloaded_545,ITEM,reloaded_545,,
reloaded_545_ap,ITEM,reloaded_545_ap,,
bp_545,ITEM,bp_545,,
bp_545_ap,ITEM,bp_545_ap,,
57mm,ITEM,57mm,6 g,121 ml
57mm_ss,ITEM,57mm_ss,,
57mm_lf,ITEM,57mm_lf,,
bp_57mm,ITEM,bp_57mm,,
reloaded_57mm,ITEM,reloaded_57mm,,
60mm_shell_m720a1,ITEM,high-explosive mortar shell,1700 g,680 ml
60mm_shell_m768,ITEM,high-explosive mortar shell,1655 g,
m235tpa,ITEM,M74 rocket,1338 g,2 L
66mm_HEAT,ITEM,66mm_HEAT,2131 g,250 ml
762_m87,ITEM,762_m87,16 g,113 ml
762_jhp,ITEM,762_jhp,,
reloaded_762_jhp,ITEM,reloaded_762_jhp,,
bp_762_jhp,ITEM,bp_762_jhp,,
reloaded_762_m87,ITEM,reloaded_762_m87,,
bp_762_m87,ITEM,bp_762_m87,,
762_54R,ITEM,762_54R,18 g,185 ml
reloaded_762_54R,ITEM,reloaded_762_54R,,
bp_762_54R,ITEM,bp_762_54R,,
762_25,ITEM,762_25,10 g,107 ml
762_25hot,ITEM,762_25hot,,
762_25typeP,ITEM,762_25typeP,12 g,
bp_762_25,ITEM,bp_762_25,,
reloaded_762_25,ITEM,reloaded_762_25,,
matchhead_762_25,ITEM,matchhead_762_25,,
77mm_arisaka_jsp,ITEM,77mm_arisaka_jsp,17 g,182 ml
bp_77mm_arisaka_jsp,ITEM,bp_77mm_arisaka_jsp,,
reloaded_77mm_arisaka_jsp,ITEM,reloaded_77mm_arisaka_jsp,,
84x246mm_he,ITEM,84x245mm HE,3200 g,2084 ml
84x246mm_hedp,ITEM,84x245mm HEDP,3300 g,2422 ml
84x246mm_smoke,ITEM,84x245mm SMOKE,3100 g,2422 ml
8mm_caseless,ITEM,8mm_caseless,12 g,150 ml
8mm_jhp,ITEM,8mm_jhp,,
9mm,ITEM,9mm,12 g,115 ml
9mmfmj,ITEM,9mmfmj,,
9mmP,ITEM,9mmP,,
9mmP2,ITEM,9mmP2,,
bp_9mm,ITEM,bp_9mm,,
bp_9mmfmj,ITEM,bp_9mmfmj,,
reloaded_9mm,ITEM,reloaded_9mm,,
reloaded_9mmfmj,ITEM,reloaded_9mmfmj,,
reloaded_9mmP,ITEM,reloaded_9mmP,,
reloaded_9mmP2,ITEM,reloaded_9mmP2,,
matchhead_9mmfmj,ITEM,matchhead_9mmfmj,,
matchhead_9mm,ITEM,matchhead_9mm,,
9x18mm,ITEM,9x18mm,10 g,97 ml
9x18mmP2,ITEM,9x18mmP2,,
9x18mmfmj,ITEM,9x18mmfmj,,
bp_9x18mm,ITEM,bp_9x18mm,,
bp_9x18mmfmj,ITEM,bp_9x18mmfmj,,
reloaded_9x18mm,ITEM,reloaded_9x18mm,,
reloaded_9x18mmP2,ITEM,reloaded_9x18mmP2,,
reloaded_9x18mmfmj,ITEM,reloaded_9x18mmfmj,,
matchhead_9x18mmfmj,ITEM,matchhead_9x18mmfmj,,
matchhead_9x18mm,ITEM,matchhead_9x18mm,,
atgm_heat,ITEM,atgm_heat,22600 g,15 L
barb_paralysis,ITEM,paralyzing barb,37 g,250 ml
gene_sting_barb,ITEM,gene sting barb,30 g,250 ml
22_blank,ITEM,22_blank,,
cannon_shot,ITEM,cannon_shot,2350 g,1000 ml
gas_chloramine,ITEM,gas_chloramine,3 g,250 ml
gas_fungicidal,ITEM,gas_fungicidal,3 g,250 ml
gas_insecticidal,ITEM,gas_insecticidal,3 g,250 ml
123ln,ITEM,123ln,,
reloaded_123ln,ITEM,reloaded_123ln,,
bp_123ln,ITEM,bp_123ln,,
273x110sluglight,ITEM,27.3x110 Diyua light slug,,
273x110slugmedium,ITEM,27.3x110 Diyua medium slug,,
273x110slugheavy,ITEM,27.3x110 Diyua heavy slug,,
273x110flock,ITEM,273x110flock,,
273x110canister,ITEM,27.3x110 Diyua canister,,
273x44flare,ITEM,273x44flare,,
273x44trainer,ITEM,273x44trainer,,
273x44thermobaric,ITEM,273x44thermobaric,,
273x44HE,ITEM,273x44HE,,
273x44RG,ITEM,273x44RG,870 g,372 ml
caotel_cell,ITEM,Caotel cell,24 g,190 ml
